Node1,Node2,Layer
bra,arg,7248
bra,arg,7252
bra,arg,7259
bra,arg,7263
bra,arg,7269
bra,arg,7368
bra,arg,7371
bra,arg,7518
bra,arg,7522
bra,arg,7523
bra,arg,7525
bra,arg,7528
bra,arg,7591
bra,arg,7611
bra,arg,7628
bra,arg,7638
bra,arg,7723
bra,arg,7751
bra,arg,7753
bra,arg,7757
bra,arg,7761
bra,arg,7763
bra,arg,7822
bra,arg,7851
bra,arg,7852
bra,arg,7861
bra,arg,7912
bra,arg,7921
bra,arg,8122
bra,arg,8421
bra,arg,8422
bra,arg,8423
bra,arg,8429
bra,arg,8431
bra,arg,8433
bra,arg,8434
bra,arg,8442
bra,arg,8443
bra,arg,8452
bra,arg,8463
bra,arg,8484
bra,arg,8710
bra,arg,8720
bra,arg,8732
bra,arg,8744
bra,arg,8841
bra,arg,8852
bra,arg,8932
bra,arg,8952
bra,arg,8972
bra,arg,8973
bra,arg,8991
bra,arg,8993
bra,arg,9510
bgr,arg,619
bgr,arg,819
bgr,arg,2924
bgr,arg,5413
bgr,arg,5723
bgr,arg,5912
bgr,arg,7188
can,arg,541
can,arg,2741
can,arg,2784
can,arg,2919
can,arg,2925
can,arg,3224
can,arg,3343
can,arg,5146
can,arg,5156
can,arg,5169
can,arg,5311
can,arg,5826
can,arg,5839
can,arg,5913
can,arg,5983
can,arg,6514
can,arg,6577
can,arg,6595
can,arg,6631
can,arg,6641
can,arg,6658
can,arg,6831
can,arg,6931
can,arg,7234
can,arg,7239
can,arg,7243
can,arg,7252
can,arg,7263
can,arg,7284
can,arg,7368
can,arg,7372
can,arg,7423
can,arg,7429
can,arg,7431
can,arg,7492
can,arg,7522
can,arg,7591
can,arg,7611
can,arg,7638
can,arg,7641
can,arg,7649
can,arg,7712
can,arg,7788
can,arg,7822
can,arg,7921
can,arg,7932
can,arg,8813
can,arg,8982
can,arg,8983
chl,arg,14
chl,arg,112
chl,arg,113
chl,arg,114
chl,arg,116
chl,arg,251
chl,arg,341
chl,arg,342
chl,arg,343
chl,arg,344
chl,arg,350
chl,arg,371
chl,arg,372
chl,arg,541
chl,arg,544
chl,arg,571
chl,arg,574
chl,arg,575
chl,arg,577
chl,arg,586
chl,arg,751
chl,arg,2224
chl,arg,2482
chl,arg,2483
chl,arg,2511
chl,arg,2517
chl,arg,2681
chl,arg,2712
chl,arg,2923
chl,arg,2924
chl,arg,2926
chl,arg,2927
chl,arg,2929
chl,arg,4111
chl,arg,5621
chl,arg,5623
chl,arg,5721
chl,arg,5722
chl,arg,5822
chl,arg,6342
chl,arg,6349
chl,arg,6351
chl,arg,6352
chl,arg,6359
chl,arg,6411
chl,arg,6416
chl,arg,6422
chl,arg,6424
chl,arg,6515
chl,arg,6535
chl,arg,6584
chl,arg,6794
chl,arg,6811
chl,arg,6821
chl,arg,6851
chl,arg,6861
chl,arg,6975
chl,arg,7523
chl,arg,7751
chl,arg,7757
chl,arg,8422
chl,arg,8423
chl,arg,8424
chl,arg,8431
chl,arg,8472
chl,arg,8482
chl,arg,8924
chl,arg,8932
chl,arg,8952
chn,arg,542
chn,arg,561
chn,arg,3232
chn,arg,5113
chn,arg,5137
chn,arg,5139
chn,arg,5154
chn,arg,5155
chn,arg,5156
chn,arg,5163
chn,arg,5221
chn,arg,5222
chn,arg,5224
chn,arg,5233
chn,arg,5311
chn,arg,5723
chn,arg,5913
chn,arg,5914
chn,arg,6123
chn,arg,6129
chn,arg,6251
chn,arg,6254
chn,arg,6281
chn,arg,6354
chn,arg,6359
chn,arg,6546
chn,arg,6571
chn,arg,6577
chn,arg,6581
chn,arg,6582
chn,arg,6597
chn,arg,6631
chn,arg,6652
chn,arg,6658
chn,arg,6664
chn,arg,6666
chn,arg,6716
chn,arg,6785
chn,arg,6793
chn,arg,6891
chn,arg,6899
chn,arg,6935
chn,arg,6953
chn,arg,6978
chn,arg,6991
chn,arg,6992
chn,arg,6993
chn,arg,7111
chn,arg,7133
chn,arg,7243
chn,arg,7252
chn,arg,7281
chn,arg,7361
chn,arg,7368
chn,arg,7415
chn,arg,7416
chn,arg,7422
chn,arg,7423
chn,arg,7431
chn,arg,7491
chn,arg,7492
chn,arg,7518
chn,arg,7521
chn,arg,7524
chn,arg,7525
chn,arg,7622
chn,arg,7638
chn,arg,7642
chn,arg,7723
chn,arg,7742
chn,arg,7757
chn,arg,7758
chn,arg,7761
chn,arg,7763
chn,arg,7764
chn,arg,7768
chn,arg,7782
chn,arg,7784
chn,arg,7788
chn,arg,7831
chn,arg,7851
chn,arg,7853
chn,arg,8124
chn,arg,8310
chn,arg,8423
chn,arg,8429
chn,arg,8442
chn,arg,8443
chn,arg,8451
chn,arg,8452
chn,arg,8481
chn,arg,8482
chn,arg,8484
chn,arg,8720
chn,arg,8731
chn,arg,8742
chn,arg,8811
chn,arg,8813
chn,arg,8842
chn,arg,8851
chn,arg,8852
chn,arg,8941
chn,arg,8946
chn,arg,8947
chn,arg,8951
chn,arg,8972
chn,arg,8981
chn,arg,8982
chn,arg,8993
chn,arg,8994
chn,arg,8998
hkg,arg,5156
hkg,arg,5162
hkg,arg,5411
hkg,arg,5413
hkg,arg,5415
hkg,arg,6544
hkg,arg,7243
hkg,arg,7415
hkg,arg,7431
hkg,arg,7763
hkg,arg,8421
hkg,arg,8429
hkg,arg,8431
hkg,arg,8432
hkg,arg,8434
hkg,arg,8451
hkg,arg,8851
hkg,arg,8931
hkg,arg,8959
col,arg,712
col,arg,980
col,arg,2927
col,arg,3353
col,arg,5331
col,arg,5832
col,arg,5834
col,arg,5835
col,arg,6251
col,arg,6252
col,arg,6259
col,arg,6428
col,arg,6522
col,arg,6552
col,arg,6560
col,arg,6589
col,arg,6647
col,arg,6652
col,arg,6794
col,arg,6940
col,arg,6951
col,arg,7162
col,arg,7188
col,arg,7821
col,arg,8441
col,arg,8459
col,arg,8462
col,arg,8463
col,arg,8465
col,arg,8720
col,arg,8942
col,arg,8991
col,arg,8997
cog,arg,2472
cog,arg,3330
cri,arg,6289
cri,arg,6575
cri,arg,6842
cri,arg,7721
cri,arg,7764
civ,arg,3330
hrv,arg,5148
hrv,arg,7711
hrv,arg,8211
cub,arg,360
cub,arg,572
cub,arg,1124
cub,arg,1221
cub,arg,5416
cze,arg,2238
cze,arg,5148
cze,arg,6428
cze,arg,6517
cze,arg,6649
cze,arg,6785
cze,arg,6953
cze,arg,7162
cze,arg,7245
cze,arg,7264
cze,arg,7361
cze,arg,7367
cze,arg,7491
dnk,arg,224
dnk,arg,240
dnk,arg,484
dnk,arg,583
dnk,arg,2929
dnk,arg,4113
dnk,arg,5146
dnk,arg,5154
dnk,arg,5156
dnk,arg,5311
dnk,arg,5335
dnk,arg,5411
dnk,arg,5413
dnk,arg,5415
dnk,arg,5831
dnk,arg,5982
dnk,arg,5983
dnk,arg,5989
dnk,arg,6289
dnk,arg,6612
dnk,arg,7213
dnk,arg,7245
dnk,arg,7247
dnk,arg,7259
dnk,arg,7263
dnk,arg,7362
dnk,arg,7413
dnk,arg,7416
dnk,arg,7435
dnk,arg,7436
dnk,arg,7439
dnk,arg,7449
dnk,arg,7493
dnk,arg,7599
dnk,arg,7712
dnk,arg,7868
dnk,arg,7932
dnk,arg,8482
dnk,arg,8744
dnk,arg,8748
dnk,arg,8813
dom,arg,7788
dom,arg,8310
ecu,arg,342
ecu,arg,360
ecu,arg,371
ecu,arg,372
ecu,arg,546
ecu,arg,573
ecu,arg,589
ecu,arg,620
ecu,arg,711
ecu,arg,722
ecu,arg,723
ecu,arg,2927
ecu,arg,3330
ecu,arg,5834
ecu,arg,6514
ecu,arg,6665
egy,arg,3351
egy,arg,5621
egy,arg,6513
egy,arg,6960
est,arg,5137
fin,arg,5121
fin,arg,5169
fin,arg,5221
fin,arg,5331
fin,arg,5332
fin,arg,5834
fin,arg,6412
fin,arg,6642
fin,arg,6649
fin,arg,6745
fin,arg,7284
fin,arg,7373
fin,arg,7416
fin,arg,7434
fin,arg,7499
fin,arg,7641
fin,arg,7712
fin,arg,7721
fin,arg,7741
fin,arg,8124
fin,arg,8710
fin,arg,8741
fin,arg,8743
fin,arg,8983
fra,arg,224
fra,arg,430
fra,arg,565
fra,arg,583
fra,arg,914
fra,arg,2460
fra,arg,2922
fra,arg,2929
fra,arg,5113
fra,arg,5154
fra,arg,5157
fra,arg,5169
fra,arg,5249
fra,arg,5334
fra,arg,5411
fra,arg,5414
fra,arg,5419
fra,arg,5513
fra,arg,5838
fra,arg,5921
fra,arg,6114
fra,arg,6210
fra,arg,6289
fra,arg,6417
fra,arg,6513
fra,arg,6514
fra,arg,6517
fra,arg,6532
fra,arg,6539
fra,arg,6577
fra,arg,6596
fra,arg,6613
fra,arg,6618
fra,arg,6633
fra,arg,6647
fra,arg,6648
fra,arg,6649
fra,arg,6727
fra,arg,6749
fra,arg,6794
fra,arg,6921
fra,arg,6951
fra,arg,6978
fra,arg,6991
fra,arg,6994
fra,arg,6997
fra,arg,7132
fra,arg,7149
fra,arg,7162
fra,arg,7169
fra,arg,7188
fra,arg,7219
fra,arg,7245
fra,arg,7252
fra,arg,7267
fra,arg,7284
fra,arg,7361
fra,arg,7368
fra,arg,7373
fra,arg,7413
fra,arg,7421
fra,arg,7423
fra,arg,7431
fra,arg,7434
fra,arg,7435
fra,arg,7436
fra,arg,7442
fra,arg,7492
fra,arg,7493
fra,arg,7621
fra,arg,7638
fra,arg,7712
fra,arg,7721
fra,arg,7723
fra,arg,7731
fra,arg,7732
fra,arg,7762
fra,arg,7783
fra,arg,7788
fra,arg,7810
fra,arg,7849
fra,arg,7868
fra,arg,7929
fra,arg,8211
fra,arg,8422
fra,arg,8471
fra,arg,8481
fra,arg,8482
fra,arg,8483
fra,arg,8731
fra,arg,8732
fra,arg,8742
fra,arg,8743
fra,arg,8748
fra,arg,8749
fra,arg,8924
fra,arg,8939
fra,arg,8973
geo,arg,3342
geo,arg,3343
deu,arg,548
deu,arg,583
deu,arg,1121
deu,arg,1123
deu,arg,2519
deu,arg,2666
deu,arg,2667
deu,arg,2789
deu,arg,3345
deu,arg,3353
deu,arg,5137
deu,arg,5156
deu,arg,5157
deu,arg,5163
deu,arg,5223
deu,arg,5249
deu,arg,5411
deu,arg,5414
deu,arg,5541
deu,arg,5621
deu,arg,5822
deu,arg,5824
deu,arg,5835
deu,arg,5841
deu,arg,5849
deu,arg,6282
deu,arg,6343
deu,arg,6581
deu,arg,6591
deu,arg,6658
deu,arg,6713
deu,arg,6760
deu,arg,6832
deu,arg,6899
deu,arg,6993
deu,arg,6999
deu,arg,7112
deu,arg,7148
deu,arg,7213
deu,arg,7244
deu,arg,7246
deu,arg,7267
deu,arg,7268
deu,arg,7283
deu,arg,7284
deu,arg,7361
deu,arg,7367
deu,arg,7369
deu,arg,7413
deu,arg,7435
deu,arg,7441
deu,arg,7449
deu,arg,7491
deu,arg,7641
deu,arg,7721
deu,arg,7868
deu,arg,7929
deu,arg,8710
deu,arg,8720
deu,arg,8745
deu,arg,8821
deu,arg,8822
deu,arg,8852
deu,arg,8924
deu,arg,8996
grc,arg,484
grc,arg,586
grc,arg,589
grc,arg,2631
grc,arg,3345
grc,arg,5911
grc,arg,6418
grc,arg,7247
grc,arg,7492
grc,arg,7721
grc,arg,8731
gtm,arg,2925
gtm,arg,3345
gtm,arg,8942
hnd,arg,3345
hun,arg,5137
hun,arg,5145
hun,arg,5146
hun,arg,5156
hun,arg,6727
hun,arg,7523
hun,arg,7741
hun,arg,8431
hun,arg,8720
ind,arg,561
ind,arg,5121
ind,arg,5123
ind,arg,5137
ind,arg,5145
ind,arg,5146
ind,arg,5147
ind,arg,5148
ind,arg,5156
ind,arg,5157
ind,arg,5162
ind,arg,5163
ind,arg,5233
ind,arg,5311
ind,arg,5411
ind,arg,5413
ind,arg,5415
ind,arg,5417
ind,arg,5513
ind,arg,5530
ind,arg,5841
ind,arg,6210
ind,arg,6254
ind,arg,6259
ind,arg,6282
ind,arg,6354
ind,arg,6514
ind,arg,6517
ind,arg,6522
ind,arg,6541
ind,arg,6545
ind,arg,6579
ind,arg,6583
ind,arg,6589
ind,arg,6596
ind,arg,6732
ind,arg,6770
ind,arg,6953
ind,arg,6991
ind,arg,6992
ind,arg,7139
ind,arg,7264
ind,arg,7493
ind,arg,7642
ind,arg,7721
ind,arg,7732
ind,arg,7752
ind,arg,7761
ind,arg,7821
ind,arg,7831
ind,arg,7851
ind,arg,7853
ind,arg,8433
ind,arg,8434
ind,arg,8435
ind,arg,8439
ind,arg,8441
ind,arg,8471
ind,arg,8482
ind,arg,8720
ind,arg,8939
ind,arg,8947
idn,arg,589
idn,arg,751
idn,arg,752
idn,arg,2320
idn,arg,3354
idn,arg,4243
idn,arg,5148
idn,arg,5417
idn,arg,6254
idn,arg,6354
idn,arg,6514
idn,arg,6516
idn,arg,6531
idn,arg,6534
idn,arg,6535
idn,arg,6536
idn,arg,6552
idn,arg,6560
idn,arg,6652
idn,arg,6953
idn,arg,6974
idn,arg,7512
idn,arg,7525
idn,arg,7621
idn,arg,7622
idn,arg,7628
idn,arg,7642
idn,arg,7764
idn,arg,7851
idn,arg,7853
idn,arg,8124
idn,arg,8429
idn,arg,8471
idn,arg,8482
idn,arg,8811
idn,arg,8841
idn,arg,8947
idn,arg,8981
idn,arg,8982
idn,arg,8998
irn,arg,752
irn,arg,2875
irl,arg,1123
irl,arg,2111
irl,arg,5225
irl,arg,5416
irl,arg,5841
irl,arg,5849
irl,arg,6114
irl,arg,7219
irl,arg,7428
irl,arg,7441
irl,arg,7512
irl,arg,7528
irl,arg,7599
irl,arg,7712
irl,arg,7758
irl,arg,7788
irl,arg,8748
isr,arg,252
isr,arg,571
isr,arg,572
isr,arg,5113
isr,arg,5156
isr,arg,5162
isr,arg,5232
isr,arg,5332
isr,arg,5415
isr,arg,5514
isr,arg,5541
isr,arg,5622
isr,arg,5623
isr,arg,5822
isr,arg,5823
isr,arg,5836
isr,arg,5911
isr,arg,5912
isr,arg,5913
isr,arg,6210
isr,arg,6259
isr,arg,6353
isr,arg,6423
isr,arg,6514
isr,arg,6531
isr,arg,6552
isr,arg,6589
isr,arg,6644
isr,arg,6645
isr,arg,6647
isr,arg,6842
isr,arg,6991
isr,arg,7212
isr,arg,7263
isr,arg,7264
isr,arg,7267
isr,arg,7368
isr,arg,7414
isr,arg,7415
isr,arg,7436
isr,arg,7439
isr,arg,7452
isr,arg,7492
isr,arg,7493
isr,arg,7528
isr,arg,7611
isr,arg,7638
isr,arg,7648
isr,arg,7712
isr,arg,7721
isr,arg,7741
isr,arg,7742
isr,arg,7781
isr,arg,8211
isr,arg,8219
isr,arg,8741
isr,arg,8743
isr,arg,8745
isr,arg,8748
isr,arg,8928
isr,arg,8931
ita,arg,121
ita,arg,224
ita,arg,483
ita,arg,565
ita,arg,723
ita,arg,2772
ita,arg,2782
ita,arg,2929
ita,arg,3330
ita,arg,3345
ita,arg,4249
ita,arg,5113
ita,arg,5146
ita,arg,5148
ita,arg,5156
ita,arg,5157
ita,arg,5162
ita,arg,5224
ita,arg,5231
ita,arg,5323
ita,arg,5335
ita,arg,5413
ita,arg,5415
ita,arg,5416
ita,arg,5543
ita,arg,5821
ita,arg,5822
ita,arg,5827
ita,arg,5849
ita,arg,5913
ita,arg,5914
ita,arg,5983
ita,arg,6112
ita,arg,6210
ita,arg,6282
ita,arg,6341
ita,arg,6343
ita,arg,6354
ita,arg,6413
ita,arg,6415
ita,arg,6416
ita,arg,6418
ita,arg,6419
ita,arg,6514
ita,arg,6519
ita,arg,6535
ita,arg,6541
ita,arg,6543
ita,arg,6546
ita,arg,6571
ita,arg,6577
ita,arg,6623
ita,arg,6631
ita,arg,6632
ita,arg,6633
ita,arg,6649
ita,arg,6651
ita,arg,6658
ita,arg,6665
ita,arg,6713
ita,arg,6716
ita,arg,6745
ita,arg,6782
ita,arg,6842
ita,arg,6924
ita,arg,6931
ita,arg,6953
ita,arg,6954
ita,arg,6974
ita,arg,6978
ita,arg,6991
ita,arg,6994
ita,arg,6998
ita,arg,7119
ita,arg,7138
ita,arg,7139
ita,arg,7148
ita,arg,7162
ita,arg,7188
ita,arg,7213
ita,arg,7223
ita,arg,7233
ita,arg,7243
ita,arg,7244
ita,arg,7245
ita,arg,7246
ita,arg,7247
ita,arg,7248
ita,arg,7267
ita,arg,7268
ita,arg,7269
ita,arg,7281
ita,arg,7284
ita,arg,7367
ita,arg,7368
ita,arg,7369
ita,arg,7372
ita,arg,7412
ita,arg,7414
ita,arg,7416
ita,arg,7421
ita,arg,7422
ita,arg,7423
ita,arg,7429
ita,arg,7434
ita,arg,7436
ita,arg,7439
ita,arg,7442
ita,arg,7451
ita,arg,7452
ita,arg,7491
ita,arg,7492
ita,arg,7499
ita,arg,7518
ita,arg,7523
ita,arg,7525
ita,arg,7528
ita,arg,7641
ita,arg,7643
ita,arg,7711
ita,arg,7712
ita,arg,7721
ita,arg,7723
ita,arg,7742
ita,arg,7753
ita,arg,7758
ita,arg,7763
ita,arg,7783
ita,arg,7784
ita,arg,7788
ita,arg,7821
ita,arg,7822
ita,arg,7868
ita,arg,8121
ita,arg,8124
ita,arg,8422
ita,arg,8424
ita,arg,8463
ita,arg,8471
ita,arg,8472
ita,arg,8710
ita,arg,8720
ita,arg,8741
ita,arg,8742
ita,arg,8743
ita,arg,8744
ita,arg,8748
ita,arg,8811
ita,arg,8813
ita,arg,8821
ita,arg,8822
ita,arg,8842
ita,arg,8852
ita,arg,8924
ita,arg,8931
ita,arg,8935
ita,arg,8939
ita,arg,8942
ita,arg,8952
ita,arg,8959
ita,arg,8960
ita,arg,8972
ita,arg,8983
ita,arg,8993
ita,arg,8996
ita,arg,8997
ita,arg,8998
ita,arg,8999
ita,arg,9510
jpn,arg,5146
jpn,arg,5161
jpn,arg,5416
jpn,arg,5417
jpn,arg,5836
jpn,arg,5838
jpn,arg,5852
jpn,arg,5911
jpn,arg,6647
jpn,arg,6648
jpn,arg,6931
jpn,arg,6991
jpn,arg,6993
jpn,arg,7111
jpn,arg,7149
jpn,arg,7161
jpn,arg,7169
jpn,arg,7223
jpn,arg,7245
jpn,arg,7422
jpn,arg,7441
jpn,arg,7451
jpn,arg,7512
jpn,arg,7524
jpn,arg,7591
jpn,arg,7711
jpn,arg,7731
jpn,arg,7741
jpn,arg,7822
jpn,arg,7913
jpn,arg,8471
jpn,arg,8720
jpn,arg,8741
jpn,arg,8813
jpn,arg,8924
jpn,arg,8997
kaz,arg,6727
kaz,arg,6746
ken,arg,2929
kor,arg,620
kor,arg,2667
kor,arg,3413
kor,arg,5163
kor,arg,5311
kor,arg,5415
kor,arg,5823
kor,arg,5826
kor,arg,6116
kor,arg,6129
kor,arg,6251
kor,arg,6252
kor,arg,6259
kor,arg,6282
kor,arg,6421
kor,arg,6514
kor,arg,6517
kor,arg,6519
kor,arg,6531
kor,arg,6535
kor,arg,6536
kor,arg,6538
kor,arg,6552
kor,arg,6560
kor,arg,6571
kor,arg,6631
kor,arg,6642
kor,arg,6644
kor,arg,6647
kor,arg,6652
kor,arg,6727
kor,arg,6872
kor,arg,6931
kor,arg,6935
kor,arg,6973
kor,arg,6994
kor,arg,6998
kor,arg,7162
kor,arg,7211
kor,arg,7224
kor,arg,7243
kor,arg,7246
kor,arg,7361
kor,arg,7362
kor,arg,7367
kor,arg,7369
kor,arg,7414
kor,arg,7415
kor,arg,7431
kor,arg,7434
kor,arg,7436
kor,arg,7524
kor,arg,7591
kor,arg,7612
kor,arg,7621
kor,arg,7642
kor,arg,7648
kor,arg,7649
kor,arg,7711
kor,arg,7712
kor,arg,7721
kor,arg,7722
kor,arg,7723
kor,arg,7731
kor,arg,7741
kor,arg,7742
kor,arg,7751
kor,arg,7752
kor,arg,7758
kor,arg,7762
kor,arg,7763
kor,arg,7764
kor,arg,7768
kor,arg,7788
kor,arg,7831
kor,arg,7832
kor,arg,7851
kor,arg,8211
kor,arg,8421
kor,arg,8423
kor,arg,8720
kor,arg,8745
kor,arg,8811
kor,arg,8852
kor,arg,8939
kor,arg,8941
kor,arg,8947
kor,arg,8952
kor,arg,8959
kor,arg,8972
kor,arg,8982
kor,arg,8989
lva,arg,3342
lva,arg,3343
lby,arg,5621
ltu,arg,5629
mdg,arg,2929
mwi,arg,1212
mys,arg,722
mys,arg,2320
mys,arg,4243
mys,arg,4244
mys,arg,4312
mys,arg,5983
mys,arg,6210
mys,arg,6423
mys,arg,6521
mys,arg,6552
mys,arg,6560
mys,arg,7434
mys,arg,7524
mys,arg,7621
mys,arg,7622
mys,arg,7628
mys,arg,7638
mys,arg,7642
mys,arg,7649
mys,arg,7711
mys,arg,7722
mys,arg,7723
mys,arg,7731
mys,arg,7763
mys,arg,7764
mys,arg,7768
mys,arg,7810
mys,arg,7851
mys,arg,7853
mys,arg,8421
mys,arg,8422
mys,arg,8423
mys,arg,8424
mys,arg,8429
mys,arg,8431
mys,arg,8441
mys,arg,8472
mys,arg,8482
mys,arg,8811
mys,arg,8813
mys,arg,8851
mys,arg,8959
mys,arg,8982
mus,arg,8451
mex,arg,481
mex,arg,488
mex,arg,542
mex,arg,571
mex,arg,819
mex,arg,2225
mex,arg,2331
mex,arg,2666
mex,arg,2667
mex,arg,2671
mex,arg,2782
mex,arg,2789
mex,arg,5111
mex,arg,5113
mex,arg,5121
mex,arg,5148
mex,arg,5161
mex,arg,5312
mex,arg,5331
mex,arg,5413
mex,arg,5415
mex,arg,5542
mex,arg,5543
mex,arg,5629
mex,arg,5823
mex,arg,5832
mex,arg,5833
mex,arg,5834
mex,arg,5843
mex,arg,5849
mex,arg,5912
mex,arg,5983
mex,arg,5989
mex,arg,6418
mex,arg,6514
mex,arg,6516
mex,arg,6517
mex,arg,6595
mex,arg,6618
mex,arg,6632
mex,arg,6652
mex,arg,6665
mex,arg,6785
mex,arg,6842
mex,arg,6935
mex,arg,6953
mex,arg,6996
mex,arg,7132
mex,arg,7373
mex,arg,7413
mex,arg,7414
mex,arg,7416
mex,arg,7436
mex,arg,7511
mex,arg,7518
mex,arg,7522
mex,arg,7523
mex,arg,7591
mex,arg,7599
mex,arg,7642
mex,arg,7643
mex,arg,7752
mex,arg,7761
mex,arg,7763
mex,arg,7764
mex,arg,7768
mex,arg,7781
mex,arg,7784
mex,arg,7788
mex,arg,7868
mex,arg,8813
mex,arg,8821
mex,arg,8931
mex,arg,8939
mex,arg,8946
mex,arg,8959
mex,arg,8982
mar,arg,7763
nld,arg,2919
nld,arg,3341
nld,arg,5113
nld,arg,5154
nld,arg,5232
nld,arg,5332
nld,arg,5413
nld,arg,5415
nld,arg,5416
nld,arg,5849
nld,arg,5852
nld,arg,5912
nld,arg,5921
nld,arg,6549
nld,arg,7213
nld,arg,7373
nld,arg,7754
nld,arg,7938
nld,arg,8935
nld,arg,8960
nld,arg,8994
nzl,arg,488
nzl,arg,619
nzl,arg,5419
nzl,arg,5989
nzl,arg,6421
nzl,arg,6512
nzl,arg,6649
nzl,arg,6911
nzl,arg,7369
nzl,arg,7416
nzl,arg,7492
nzl,arg,7643
nzl,arg,7712
nzl,arg,8720
nzl,arg,8928
nga,arg,3330
nga,arg,7932
nor,arg,350
nor,arg,819
nor,arg,2518
nor,arg,5162
nor,arg,6575
nor,arg,6831
nor,arg,6891
nor,arg,7611
nor,arg,7712
nor,arg,7932
nor,arg,8741
nor,arg,8947
pak,arg,2631
pak,arg,6116
pak,arg,6534
pak,arg,7761
pak,arg,8212
pak,arg,8947
pan,arg,3345
pry,arg,711
pry,arg,2222
pry,arg,2483
pry,arg,2631
pry,arg,2734
pry,arg,2882
pry,arg,2925
pry,arg,3510
pry,arg,4233
pry,arg,5122
pry,arg,6114
pry,arg,6341
pry,arg,6342
pry,arg,6419
pry,arg,6513
pry,arg,6584
pry,arg,8421
pry,arg,8429
pry,arg,8434
pry,arg,8441
per,arg,371
per,arg,542
per,arg,546
per,arg,752
per,arg,2875
per,arg,2924
per,arg,2929
per,arg,4312
per,arg,5224
per,arg,5231
per,arg,5419
per,arg,5722
per,arg,6251
per,arg,6513
per,arg,6521
per,arg,6534
per,arg,6613
per,arg,6811
per,arg,6851
per,arg,8124
per,arg,8462
per,arg,8924
per,arg,8952
phl,arg,6423
phl,arg,6522
phl,arg,6531
phl,arg,6534
phl,arg,6538
phl,arg,6664
phl,arg,7522
phl,arg,7641
phl,arg,8441
phl,arg,8811
phl,arg,8947
pol,arg,2331
pol,arg,2924
pol,arg,5225
pol,arg,5231
pol,arg,6733
pol,arg,7272
pol,arg,7416
pol,arg,7439
pol,arg,7788
pol,arg,8743
prt,arg,2440
prt,arg,2782
prt,arg,6210
prt,arg,6259
prt,arg,6519
prt,arg,6647
prt,arg,6652
prt,arg,6924
prt,arg,6931
prt,arg,6953
prt,arg,6960
prt,arg,6975
prt,arg,7243
prt,arg,7414
prt,arg,7431
prt,arg,7442
prt,arg,7452
prt,arg,7525
prt,arg,7648
prt,arg,7721
prt,arg,7783
prt,arg,8459
prt,arg,8743
prt,arg,8928
prt,arg,8931
qat,arg,5621
qat,arg,5831
rou,arg,5232
rou,arg,6251
rou,arg,6727
rou,arg,6744
rou,arg,7162
rou,arg,7367
rou,arg,7491
rou,arg,7493
rou,arg,7810
rou,arg,7821
rus,arg,3342
rus,arg,3343
rus,arg,3351
rus,arg,5163
rus,arg,5241
rus,arg,5415
rus,arg,5621
rus,arg,5629
rus,arg,5723
rus,arg,5913
rus,arg,6745
rus,arg,7148
rus,arg,7169
rus,arg,7263
rus,arg,7264
rus,arg,7491
rus,arg,7810
sau,arg,3343
sau,arg,5111
sgp,arg,5156
sgp,arg,5415
sgp,arg,5836
sgp,arg,7522
sgp,arg,7599
sgp,arg,7758
sgp,arg,7763
sgp,arg,7853
sgp,arg,8942
svk,arg,819
svk,arg,5146
svk,arg,5912
svk,arg,6727
svk,arg,7414
svk,arg,7416
svk,arg,7491
svk,arg,7751
svk,arg,7782
svn,arg,620
svn,arg,5413
svn,arg,5414
svn,arg,7784
zaf,arg,440
zaf,arg,481
zaf,arg,819
zaf,arg,2331
zaf,arg,2731
zaf,arg,2789
zaf,arg,2879
zaf,arg,2926
zaf,arg,2929
zaf,arg,3222
zaf,arg,3351
zaf,arg,3352
zaf,arg,3354
zaf,arg,5137
zaf,arg,5145
zaf,arg,5222
zaf,arg,5621
zaf,arg,5823
zaf,arg,5831
zaf,arg,5912
zaf,arg,5983
zaf,arg,6210
zaf,arg,6351
zaf,arg,6411
zaf,arg,6413
zaf,arg,6415
zaf,arg,6421
zaf,arg,6428
zaf,arg,6514
zaf,arg,6552
zaf,arg,6595
zaf,arg,6596
zaf,arg,6613
zaf,arg,6648
zaf,arg,6649
zaf,arg,6725
zaf,arg,6727
zaf,arg,6744
zaf,arg,6745
zaf,arg,6746
zaf,arg,6749
zaf,arg,6760
zaf,arg,6770
zaf,arg,6863
zaf,arg,6911
zaf,arg,6996
zaf,arg,7449
zaf,arg,7491
zaf,arg,7752
zaf,arg,8731
esp,arg,121
esp,arg,142
esp,arg,149
esp,arg,240
esp,arg,372
esp,arg,565
esp,arg,574
esp,arg,620
esp,arg,712
esp,arg,722
esp,arg,730
esp,arg,751
esp,arg,752
esp,arg,819
esp,arg,1121
esp,arg,1221
esp,arg,2331
esp,arg,2512
esp,arg,2665
esp,arg,2666
esp,arg,2667
esp,arg,2671
esp,arg,2683
esp,arg,3344
esp,arg,3345
esp,arg,3352
esp,arg,3353
esp,arg,5113
esp,arg,5137
esp,arg,5139
esp,arg,5147
esp,arg,5148
esp,arg,5154
esp,arg,5157
esp,arg,5162
esp,arg,5169
esp,arg,5222
esp,arg,5225
esp,arg,5231
esp,arg,5232
esp,arg,5311
esp,arg,5323
esp,arg,5334
esp,arg,5335
esp,arg,5411
esp,arg,5413
esp,arg,5416
