Node1,Node2,Layer
ind,phl,7731
ind,phl,7751
ind,phl,7752
ind,phl,7764
ind,phl,7783
ind,phl,7849
ind,phl,7853
ind,phl,7919
ind,phl,8423
ind,phl,8441
ind,phl,8720
ind,phl,8743
ind,phl,8745
ind,phl,8921
idn,phl,230
idn,phl,341
idn,phl,483
idn,phl,484
idn,phl,542
idn,phl,619
idn,phl,711
idn,phl,712
idn,phl,721
idn,phl,722
idn,phl,723
idn,phl,730
idn,phl,812
idn,phl,819
idn,phl,914
idn,phl,1110
idn,phl,1211
idn,phl,1212
idn,phl,2221
idn,phl,2222
idn,phl,2331
idn,phl,2460
idn,phl,2471
idn,phl,2472
idn,phl,2482
idn,phl,2633
idn,phl,2634
idn,phl,2665
idn,phl,2732
idn,phl,2783
idn,phl,2871
idn,phl,2922
idn,phl,3222
idn,phl,3232
idn,phl,3354
idn,phl,4312
idn,phl,4313
idn,phl,5137
idn,phl,5138
idn,phl,5139
idn,phl,5146
idn,phl,5147
idn,phl,5148
idn,phl,5161
idn,phl,5232
idn,phl,5239
idn,phl,5311
idn,phl,5312
idn,phl,5334
idn,phl,5335
idn,phl,5411
idn,phl,5416
idn,phl,5417
idn,phl,5514
idn,phl,5543
idn,phl,5629
idn,phl,5821
idn,phl,5822
idn,phl,5831
idn,phl,5832
idn,phl,5836
idn,phl,5839
idn,phl,5852
idn,phl,5911
idn,phl,5912
idn,phl,5913
idn,phl,5914
idn,phl,5981
idn,phl,6123
idn,phl,6210
idn,phl,6252
idn,phl,6254
idn,phl,6259
idn,phl,6341
idn,phl,6343
idn,phl,6411
idn,phl,6412
idn,phl,6413
idn,phl,6415
idn,phl,6416
idn,phl,6417
idn,phl,6418
idn,phl,6423
idn,phl,6513
idn,phl,6514
idn,phl,6515
idn,phl,6516
idn,phl,6522
idn,phl,6534
idn,phl,6535
idn,phl,6549
idn,phl,6581
idn,phl,6589
idn,phl,6596
idn,phl,6613
idn,phl,6618
idn,phl,6624
idn,phl,6633
idn,phl,6638
idn,phl,6642
idn,phl,6644
idn,phl,6647
idn,phl,6648
idn,phl,6651
idn,phl,6652
idn,phl,6658
idn,phl,6665
idn,phl,6727
idn,phl,6731
idn,phl,6733
idn,phl,6746
idn,phl,6747
idn,phl,6749
idn,phl,6770
idn,phl,6785
idn,phl,6821
idn,phl,6822
idn,phl,6841
idn,phl,6842
idn,phl,6851
idn,phl,6861
idn,phl,6863
idn,phl,6911
idn,phl,6912
idn,phl,6924
idn,phl,6935
idn,phl,6960
idn,phl,6974
idn,phl,6991
idn,phl,6998
idn,phl,7111
idn,phl,7138
idn,phl,7245
idn,phl,7246
idn,phl,7267
idn,phl,7281
idn,phl,7362
idn,phl,7413
idn,phl,7415
idn,phl,7441
idn,phl,7452
idn,phl,7492
idn,phl,7525
idn,phl,7621
idn,phl,7628
idn,phl,7638
idn,phl,7642
idn,phl,7731
idn,phl,7732
idn,phl,7752
idn,phl,7761
idn,phl,7762
idn,phl,7781
idn,phl,7782
idn,phl,7810
idn,phl,7821
idn,phl,7822
idn,phl,7831
idn,phl,7851
idn,phl,7853
idn,phl,7923
idn,phl,8124
idn,phl,8219
idn,phl,8510
idn,phl,8731
idn,phl,8742
idn,phl,8928
idn,phl,8983
idn,phl,8991
irn,phl,575
irn,phl,3330
irn,phl,3344
irn,phl,5111
irn,phl,5417
irn,phl,6822
irl,phl,111
irl,phl,116
irl,phl,223
irl,phl,5169
irl,phl,6572
irl,phl,6924
irl,phl,7162
irl,phl,7764
irl,phl,7768
isr,phl,585
isr,phl,2512
isr,phl,2516
isr,phl,2519
isr,phl,2632
isr,phl,2783
isr,phl,2926
isr,phl,5123
isr,phl,5138
isr,phl,5163
isr,phl,5169
isr,phl,5312
isr,phl,5621
isr,phl,5623
isr,phl,5629
isr,phl,5822
isr,phl,5911
isr,phl,5912
isr,phl,6428
isr,phl,7219
isr,phl,7452
isr,phl,7492
isr,phl,7712
isr,phl,7758
isr,phl,7764
isr,phl,7768
isr,phl,8731
isr,phl,8983
ita,phl,113
ita,phl,814
ita,phl,1222
ita,phl,2731
ita,phl,2789
ita,phl,5323
ita,phl,5411
ita,phl,5723
ita,phl,6116
ita,phl,6129
ita,phl,6359
ita,phl,6416
ita,phl,6419
ita,phl,6532
ita,phl,6637
ita,phl,6666
ita,phl,6713
ita,phl,6760
ita,phl,6785
ita,phl,7239
ita,phl,7244
ita,phl,7245
ita,phl,7264
ita,phl,7421
ita,phl,7422
ita,phl,7429
ita,phl,7921
ita,phl,8429
ita,phl,8749
ita,phl,8821
ita,phl,9510
jam,phl,7764
jpn,phl,240
jpn,phl,574
jpn,phl,730
jpn,phl,1212
jpn,phl,1221
jpn,phl,1222
jpn,phl,2119
jpn,phl,2320
jpn,phl,2331
jpn,phl,2511
jpn,phl,2631
jpn,phl,2665
jpn,phl,2666
jpn,phl,2733
jpn,phl,2741
jpn,phl,2789
jpn,phl,2815
jpn,phl,2873
jpn,phl,2925
jpn,phl,3222
jpn,phl,3232
jpn,phl,3343
jpn,phl,3344
jpn,phl,3345
jpn,phl,3351
jpn,phl,5111
jpn,phl,5112
jpn,phl,5113
jpn,phl,5137
jpn,phl,5145
jpn,phl,5148
jpn,phl,5154
jpn,phl,5155
jpn,phl,5156
jpn,phl,5162
jpn,phl,5221
jpn,phl,5222
jpn,phl,5225
jpn,phl,5232
jpn,phl,5233
jpn,phl,5311
jpn,phl,5312
jpn,phl,5334
jpn,phl,5335
jpn,phl,5413
jpn,phl,5416
jpn,phl,5419
jpn,phl,5513
jpn,phl,5542
jpn,phl,5543
jpn,phl,5621
jpn,phl,5629
jpn,phl,5821
jpn,phl,5822
jpn,phl,5823
jpn,phl,5824
jpn,phl,5825
jpn,phl,5826
jpn,phl,5827
jpn,phl,5838
jpn,phl,5852
jpn,phl,5911
jpn,phl,5912
jpn,phl,5913
jpn,phl,5922
jpn,phl,5981
jpn,phl,5982
jpn,phl,6115
jpn,phl,6116
jpn,phl,6252
jpn,phl,6282
jpn,phl,6341
jpn,phl,6351
jpn,phl,6415
jpn,phl,6417
jpn,phl,6418
jpn,phl,6419
jpn,phl,6424
jpn,phl,6512
jpn,phl,6513
jpn,phl,6514
jpn,phl,6515
jpn,phl,6521
jpn,phl,6522
jpn,phl,6535
jpn,phl,6538
jpn,phl,6542
jpn,phl,6543
jpn,phl,6552
jpn,phl,6571
jpn,phl,6581
jpn,phl,6612
jpn,phl,6618
jpn,phl,6624
jpn,phl,6632
jpn,phl,6635
jpn,phl,6637
jpn,phl,6644
jpn,phl,6651
jpn,phl,6712
jpn,phl,6713
jpn,phl,6716
jpn,phl,6727
jpn,phl,6732
jpn,phl,6733
jpn,phl,6744
jpn,phl,6745
jpn,phl,6746
jpn,phl,6747
jpn,phl,6749
jpn,phl,6770
jpn,phl,6782
jpn,phl,6783
jpn,phl,6793
jpn,phl,6822
jpn,phl,6832
jpn,phl,6841
jpn,phl,6842
jpn,phl,6851
jpn,phl,6852
jpn,phl,6861
jpn,phl,6921
jpn,phl,6935
jpn,phl,6940
jpn,phl,6993
jpn,phl,6996
jpn,phl,6999
jpn,phl,7112
jpn,phl,7126
jpn,phl,7129
jpn,phl,7132
jpn,phl,7138
jpn,phl,7148
jpn,phl,7149
jpn,phl,7161
jpn,phl,7188
jpn,phl,7212
jpn,phl,7219
jpn,phl,7223
jpn,phl,7224
jpn,phl,7233
jpn,phl,7234
jpn,phl,7245
jpn,phl,7246
jpn,phl,7251
jpn,phl,7252
jpn,phl,7259
jpn,phl,7263
jpn,phl,7267
jpn,phl,7272
jpn,phl,7283
jpn,phl,7367
jpn,phl,7368
jpn,phl,7371
jpn,phl,7372
jpn,phl,7411
jpn,phl,7412
jpn,phl,7416
jpn,phl,7422
jpn,phl,7428
jpn,phl,7435
jpn,phl,7441
jpn,phl,7442
jpn,phl,7512
jpn,phl,7518
jpn,phl,7752
jpn,phl,7757
jpn,phl,7784
jpn,phl,7821
jpn,phl,7822
jpn,phl,7832
jpn,phl,7841
jpn,phl,7842
jpn,phl,7852
jpn,phl,7861
jpn,phl,7923
jpn,phl,7932
jpn,phl,7938
jpn,phl,8121
jpn,phl,8122
jpn,phl,8310
jpn,phl,8441
jpn,phl,8471
jpn,phl,8741
jpn,phl,8743
jpn,phl,8812
jpn,phl,8813
jpn,phl,8822
jpn,phl,8921
jpn,phl,8947
jpn,phl,8952
jpn,phl,8959
jpn,phl,8981
jpn,phl,8982
jpn,phl,8994
jpn,phl,9310
jor,phl,5623
jor,phl,8749
kaz,phl,7768
ken,phl,2654
ken,phl,5232
kor,phl,13
kor,phl,116
kor,phl,252
kor,phl,342
kor,phl,612
kor,phl,619
kor,phl,751
kor,phl,1222
kor,phl,2331
kor,phl,2511
kor,phl,2633
kor,phl,2690
kor,phl,3330
kor,phl,3343
kor,phl,3344
kor,phl,3351
kor,phl,3354
kor,phl,3413
kor,phl,4113
kor,phl,4232
kor,phl,4249
kor,phl,5111
kor,phl,5112
kor,phl,5123
kor,phl,5137
kor,phl,5138
kor,phl,5146
kor,phl,5148
kor,phl,5154
kor,phl,5156
kor,phl,5161
kor,phl,5162
kor,phl,5221
kor,phl,5222
kor,phl,5224
kor,phl,5225
kor,phl,5231
kor,phl,5232
kor,phl,5233
kor,phl,5239
kor,phl,5311
kor,phl,5312
kor,phl,5332
kor,phl,5334
kor,phl,5413
kor,phl,5416
kor,phl,5417
kor,phl,5419
kor,phl,5530
kor,phl,5542
kor,phl,5543
kor,phl,5621
kor,phl,5629
kor,phl,5821
kor,phl,5822
kor,phl,5823
kor,phl,5824
kor,phl,5825
kor,phl,5827
kor,phl,5831
kor,phl,5837
kor,phl,5841
kor,phl,5842
kor,phl,5852
kor,phl,5911
kor,phl,5912
kor,phl,5922
kor,phl,5981
kor,phl,5982
kor,phl,5983
kor,phl,5989
kor,phl,6115
kor,phl,6116
kor,phl,6123
kor,phl,6252
kor,phl,6259
kor,phl,6282
kor,phl,6353
kor,phl,6413
kor,phl,6415
kor,phl,6416
kor,phl,6417
kor,phl,6418
kor,phl,6419
kor,phl,6422
kor,phl,6423
kor,phl,6424
kor,phl,6512
kor,phl,6513
kor,phl,6514
kor,phl,6515
kor,phl,6516
kor,phl,6517
kor,phl,6519
kor,phl,6521
kor,phl,6532
kor,phl,6534
kor,phl,6536
kor,phl,6538
kor,phl,6542
kor,phl,6543
kor,phl,6544
kor,phl,6546
kor,phl,6549
kor,phl,6560
kor,phl,6571
kor,phl,6572
kor,phl,6575
kor,phl,6577
kor,phl,6589
kor,phl,6595
kor,phl,6596
kor,phl,6623
kor,phl,6624
kor,phl,6631
kor,phl,6632
kor,phl,6633
kor,phl,6635
kor,phl,6638
kor,phl,6639
kor,phl,6642
kor,phl,6645
kor,phl,6649
kor,phl,6651
kor,phl,6652
kor,phl,6731
kor,phl,6732
kor,phl,6733
kor,phl,6746
kor,phl,6747
kor,phl,6749
kor,phl,6760
kor,phl,6770
kor,phl,6782
kor,phl,6783
kor,phl,6785
kor,phl,6851
kor,phl,6861
kor,phl,6872
kor,phl,6911
kor,phl,6912
kor,phl,6924
kor,phl,6931
kor,phl,6940
kor,phl,6953
kor,phl,6991
kor,phl,6993
kor,phl,6996
kor,phl,6998
kor,phl,7111
kor,phl,7132
kor,phl,7139
kor,phl,7161
kor,phl,7162
kor,phl,7234
kor,phl,7239
kor,phl,7243
kor,phl,7245
kor,phl,7246
kor,phl,7247
kor,phl,7248
kor,phl,7252
kor,phl,7259
kor,phl,7263
kor,phl,7264
kor,phl,7267
kor,phl,7269
kor,phl,7271
kor,phl,7272
kor,phl,7283
kor,phl,7361
kor,phl,7367
kor,phl,7368
kor,phl,7369
kor,phl,7372
kor,phl,7373
kor,phl,7413
kor,phl,7414
kor,phl,7415
kor,phl,7416
kor,phl,7421
kor,phl,7422
kor,phl,7428
kor,phl,7429
kor,phl,7431
kor,phl,7434
kor,phl,7436
kor,phl,7439
kor,phl,7441
kor,phl,7451
kor,phl,7492
kor,phl,7493
kor,phl,7512
kor,phl,7611
kor,phl,7641
kor,phl,7643
kor,phl,7711
kor,phl,7712
kor,phl,7721
kor,phl,7731
kor,phl,7732
kor,phl,7751
kor,phl,7752
kor,phl,7763
kor,phl,7764
kor,phl,7783
kor,phl,7784
kor,phl,7810
kor,phl,7821
kor,phl,7822
kor,phl,7831
kor,phl,7841
kor,phl,7842
kor,phl,7849
kor,phl,7868
kor,phl,7919
kor,phl,8122
kor,phl,8124
kor,phl,8211
kor,phl,8212
kor,phl,8310
kor,phl,8441
kor,phl,8482
kor,phl,8720
kor,phl,8731
kor,phl,8742
kor,phl,8743
kor,phl,8745
kor,phl,8821
kor,phl,8822
kor,phl,8852
kor,phl,8928
kor,phl,8939
kor,phl,8951
kor,phl,8952
kor,phl,8959
kor,phl,8972
kor,phl,8983
kor,phl,8999
kor,phl,9310
kor,phl,9610
kor,phl,9710
kwt,phl,5621
kwt,phl,5831
kwt,phl,5832
kwt,phl,5839
kwt,phl,8939
ltu,phl,6727
mwi,phl,2631
mys,phl,149
mys,phl,223
mys,phl,344
mys,phl,360
mys,phl,542
mys,phl,612
mys,phl,619
mys,phl,712
mys,phl,721
mys,phl,722
mys,phl,723
mys,phl,814
mys,phl,819
mys,phl,914
mys,phl,2331
mys,phl,2471
mys,phl,2472
mys,phl,2482
mys,phl,2655
mys,phl,2671
mys,phl,2782
mys,phl,2815
mys,phl,3232
mys,phl,3330
mys,phl,3343
mys,phl,4232
mys,phl,4242
mys,phl,4243
mys,phl,4244
mys,phl,4249
mys,phl,4311
mys,phl,4312
mys,phl,4313
mys,phl,5111
mys,phl,5122
mys,phl,5123
mys,phl,5137
mys,phl,5138
mys,phl,5148
mys,phl,5221
mys,phl,5225
mys,phl,5231
mys,phl,5232
mys,phl,5311
mys,phl,5335
mys,phl,5419
mys,phl,5542
mys,phl,5543
mys,phl,5821
mys,phl,5822
mys,phl,5825
mys,phl,5829
mys,phl,5831
mys,phl,5833
mys,phl,5839
mys,phl,5911
mys,phl,5912
mys,phl,5913
mys,phl,5914
mys,phl,5982
mys,phl,5983
mys,phl,6116
mys,phl,6210
mys,phl,6259
mys,phl,6281
mys,phl,6289
mys,phl,6341
mys,phl,6342
mys,phl,6343
mys,phl,6349
mys,phl,6353
mys,phl,6354
mys,phl,6359
mys,phl,6412
mys,phl,6416
mys,phl,6418
mys,phl,6421
mys,phl,6424
mys,phl,6512
mys,phl,6513
mys,phl,6514
mys,phl,6515
mys,phl,6573
mys,phl,6612
mys,phl,6613
mys,phl,6618
mys,phl,6624
mys,phl,6632
mys,phl,6633
mys,phl,6635
mys,phl,6638
mys,phl,6642
mys,phl,6647
mys,phl,6649
mys,phl,6651
mys,phl,6652
mys,phl,6731
mys,phl,6733
mys,phl,6770
mys,phl,6783
mys,phl,6785
mys,phl,6822
mys,phl,6832
mys,phl,6841
mys,phl,6851
mys,phl,6871
mys,phl,6911
mys,phl,6912
mys,phl,6921
mys,phl,6931
mys,phl,6935
mys,phl,6940
mys,phl,6960
mys,phl,6974
mys,phl,6991
mys,phl,6993
mys,phl,7119
mys,phl,7139
mys,phl,7149
mys,phl,7219
mys,phl,7245
mys,phl,7269
mys,phl,7272
mys,phl,7361
mys,phl,7368
mys,phl,7414
mys,phl,7415
mys,phl,7416
mys,phl,7428
mys,phl,7429
mys,phl,7442
mys,phl,7449
mys,phl,7492
mys,phl,7493
mys,phl,7518
mys,phl,7523
mys,phl,7525
mys,phl,7591
mys,phl,7622
mys,phl,7628
mys,phl,7638
mys,phl,7642
mys,phl,7752
mys,phl,7757
mys,phl,7781
mys,phl,7784
mys,phl,7810
mys,phl,7831
mys,phl,7851
mys,phl,7868
mys,phl,8219
mys,phl,8482
mys,phl,8731
mys,phl,8743
mys,phl,8745
mys,phl,8821
mys,phl,8921
mys,phl,8952
mys,phl,8959
mys,phl,8981
mys,phl,8982
mys,phl,8983
mys,phl,8997
mys,phl,9310
mys,phl,9710
mli,phl,2631
mrt,phl,342
mex,phl,342
mex,phl,481
mex,phl,619
mex,phl,730
mex,phl,1121
mex,phl,2631
mex,phl,5147
mex,phl,5224
mex,phl,5416
mex,phl,5922
mex,phl,6418
mex,phl,6572
mex,phl,7284
mex,phl,7499
mex,phl,7511
mex,phl,7524
mar,phl,342
moz,phl,6651
nld,phl,14
nld,phl,488
nld,phl,541
nld,phl,619
nld,phl,980
nld,phl,1110
nld,phl,1124
nld,phl,2511
nld,phl,2922
nld,phl,3354
nld,phl,5139
nld,phl,5146
nld,phl,5156
nld,phl,5163
nld,phl,5311
nld,phl,5312
nld,phl,5331
nld,phl,5415
nld,phl,5416
nld,phl,5821
nld,phl,5842
nld,phl,5849
nld,phl,6428
nld,phl,6632
nld,phl,6921
nld,phl,7112
nld,phl,7139
nld,phl,7219
nld,phl,7224
nld,phl,7233
nld,phl,7244
nld,phl,7246
nld,phl,7264
nld,phl,7271
nld,phl,7492
nzl,phl,11
nzl,phl,149
nzl,phl,223
nzl,phl,224
nzl,phl,230
nzl,phl,240
nzl,phl,344
nzl,phl,488
nzl,phl,545
nzl,phl,546
nzl,phl,585
nzl,phl,619
nzl,phl,730
nzl,phl,813
nzl,phl,1110
nzl,phl,1124
nzl,phl,2471
nzl,phl,2472
nzl,phl,2482
nzl,phl,2483
nzl,phl,2512
nzl,phl,2665
nzl,phl,2682
nzl,phl,2782
nzl,phl,2919
nzl,phl,3413
nzl,phl,4113
nzl,phl,5831
nzl,phl,5833
nzl,phl,5912
nzl,phl,5922
nzl,phl,6289
nzl,phl,6412
nzl,phl,6413
nzl,phl,6415
nzl,phl,6416
nzl,phl,6418
nzl,phl,6618
nzl,phl,6822
nzl,phl,7112
nzl,phl,7284
nzl,phl,7452
nzl,phl,7492
nzl,phl,7731
nzl,phl,7752
nzl,phl,7764
nzl,phl,7822
nzl,phl,8983
nic,phl,1212
nic,phl,5121
nor,phl,819
nor,phl,4312
nor,phl,6282
nor,phl,6921
nor,phl,7649
nor,phl,7731
nor,phl,8745
omn,phl,3330
pak,phl,440
pak,phl,571
pak,phl,579
pak,phl,2631
pak,phl,5417
pak,phl,5621
pak,phl,5823
pak,phl,6115
pak,phl,6514
pak,phl,6560
pak,phl,6584
pak,phl,8720
pan,phl,5148
pan,phl,5413
pan,phl,5417
pan,phl,5911
pan,phl,5912
pan,phl,6727
png,phl,342
png,phl,721
png,phl,2472
png,phl,2925
pry,phl,6353
per,phl,360
per,phl,814
per,phl,2871
per,phl,4111
pol,phl,8931
prt,phl,371
prt,phl,6330
prt,phl,6954
prt,phl,7492
qat,phl,3330
qat,phl,5621
qat,phl,5831
rou,phl,6911
rus,phl,589
rus,phl,5623
rus,phl,6725
rus,phl,6727
rus,phl,6731
rus,phl,6732
rus,phl,6733
rus,phl,6744
rus,phl,6745
rus,phl,6746
sau,phl,620
sau,phl,730
sau,phl,2511
sau,phl,2789
sau,phl,3330
sau,phl,5112
sau,phl,5225
sau,phl,5621
sau,phl,5831
sau,phl,5834
sau,phl,6353
sau,phl,6417
sau,phl,6618
sau,phl,6841
sau,phl,6924
sau,phl,6996
sau,phl,7810
sen,phl,2631
sgp,phl,111
sgp,phl,149
sgp,phl,223
sgp,phl,224
sgp,phl,230
sgp,phl,342
sgp,phl,371
sgp,phl,412
sgp,phl,482
sgp,phl,483
sgp,phl,488
sgp,phl,542
sgp,phl,546
sgp,phl,571
sgp,phl,574
sgp,phl,579
sgp,phl,585
sgp,phl,589
sgp,phl,612
sgp,phl,721
sgp,phl,741
sgp,phl,751
sgp,phl,752
sgp,phl,813
sgp,phl,819
sgp,phl,1110
sgp,phl,1121
sgp,phl,2221
sgp,phl,2472
sgp,phl,2482
sgp,phl,2483
sgp,phl,2517
sgp,phl,2671
sgp,phl,2713
sgp,phl,2782
sgp,phl,2789
sgp,phl,2877
sgp,phl,2922
sgp,phl,2923
sgp,phl,2929
sgp,phl,3330
sgp,phl,3343
sgp,phl,3345
sgp,phl,3352
sgp,phl,3354
sgp,phl,3413
sgp,phl,4232
sgp,phl,4236
sgp,phl,4239
sgp,phl,4242
sgp,phl,4244
sgp,phl,4249
sgp,phl,4312
sgp,phl,5111
sgp,phl,5113
sgp,phl,5121
sgp,phl,5122
sgp,phl,5123
sgp,phl,5137
sgp,phl,5138
sgp,phl,5139
sgp,phl,5145
sgp,phl,5147
sgp,phl,5148
sgp,phl,5154
sgp,phl,5155
sgp,phl,5156
sgp,phl,5161
sgp,phl,5162
sgp,phl,5169
sgp,phl,5221
sgp,phl,5222
sgp,phl,5224
sgp,phl,5225
sgp,phl,5231
sgp,phl,5232
sgp,phl,5233
sgp,phl,5311
sgp,phl,5312
sgp,phl,5323
sgp,phl,5335
sgp,phl,5411
sgp,phl,5413
sgp,phl,5415
sgp,phl,5416
sgp,phl,5513
sgp,phl,5514
sgp,phl,5543
sgp,phl,5621
sgp,phl,5623
sgp,phl,5821
sgp,phl,5822
sgp,phl,5823
sgp,phl,5824
sgp,phl,5825
sgp,phl,5827
sgp,phl,5829
sgp,phl,5831
sgp,phl,5834
sgp,phl,5835
sgp,phl,5837
sgp,phl,5838
sgp,phl,5841
sgp,phl,5849
sgp,phl,5852
sgp,phl,5911
sgp,phl,5912
sgp,phl,5913
sgp,phl,5914
sgp,phl,5921
sgp,phl,5982
sgp,phl,5983
sgp,phl,6123
sgp,phl,6252
sgp,phl,6289
sgp,phl,6341
sgp,phl,6342
sgp,phl,6349
sgp,phl,6351
sgp,phl,6353
sgp,phl,6412
sgp,phl,6413
sgp,phl,6416
sgp,phl,6418
sgp,phl,6419
sgp,phl,6422
sgp,phl,6423
sgp,phl,6424
sgp,phl,6516
sgp,phl,6517
sgp,phl,6531
sgp,phl,6534
sgp,phl,6535
sgp,phl,6560
sgp,phl,6579
sgp,phl,6589
sgp,phl,6595
sgp,phl,6596
sgp,phl,6623
sgp,phl,6631
sgp,phl,6638
sgp,phl,6647
sgp,phl,6649
sgp,phl,6651
sgp,phl,6725
sgp,phl,6727
sgp,phl,6731
sgp,phl,6732
sgp,phl,6744
sgp,phl,6745
sgp,phl,6746
sgp,phl,6747
sgp,phl,6749
sgp,phl,6770
sgp,phl,6782
sgp,phl,6783
sgp,phl,6785
sgp,phl,6831
sgp,phl,6832
sgp,phl,6841
sgp,phl,6851
sgp,phl,6852
sgp,phl,6861
sgp,phl,6863
sgp,phl,6911
sgp,phl,6912
sgp,phl,6921
sgp,phl,6931
sgp,phl,6935
sgp,phl,6940
sgp,phl,6960
sgp,phl,6975
sgp,phl,6992
sgp,phl,6993
sgp,phl,6997
sgp,phl,7112
sgp,phl,7119
sgp,phl,7129
sgp,phl,7131
sgp,phl,7132
sgp,phl,7133
sgp,phl,7161
sgp,phl,7188
sgp,phl,7212
sgp,phl,7243
sgp,phl,7247
sgp,phl,7259
sgp,phl,7268
sgp,phl,7271
sgp,phl,7272
sgp,phl,7281
sgp,phl,7283
sgp,phl,7362
sgp,phl,7368
sgp,phl,7369
sgp,phl,7372
sgp,phl,7414
sgp,phl,7421
sgp,phl,7434
sgp,phl,7441
sgp,phl,7451
sgp,phl,7491
sgp,phl,7492
sgp,phl,7511
sgp,phl,7512
sgp,phl,7521
sgp,phl,7523
sgp,phl,7524
sgp,phl,7525
sgp,phl,7528
sgp,phl,7591
sgp,phl,7599
sgp,phl,7621
sgp,phl,7622
sgp,phl,7628
sgp,phl,7631
sgp,phl,7648
sgp,phl,7723
sgp,phl,7731
sgp,phl,7742
sgp,phl,7752
sgp,phl,7757
sgp,phl,7761
sgp,phl,7763
sgp,phl,7781
sgp,phl,7784
sgp,phl,7810
sgp,phl,7822
sgp,phl,7831
sgp,phl,7849
sgp,phl,7853
sgp,phl,7861
sgp,phl,7868
sgp,phl,7921
sgp,phl,7938
sgp,phl,8124
sgp,phl,8211
sgp,phl,8219
sgp,phl,8310
sgp,phl,8441
sgp,phl,8462
sgp,phl,8482
sgp,phl,8510
sgp,phl,8731
sgp,phl,8743
sgp,phl,8744
sgp,phl,8811
sgp,phl,8812
sgp,phl,8813
sgp,phl,8821
sgp,phl,8822
sgp,phl,8842
sgp,phl,8851
sgp,phl,8852
sgp,phl,8922
sgp,phl,8942
sgp,phl,8947
sgp,phl,8951
sgp,phl,8952
sgp,phl,8959
sgp,phl,8982
sgp,phl,9310
sgp,phl,9710
svk,phl,5146
svn,phl,7188
zaf,phl,589
zaf,phl,1124
zaf,phl,1212
zaf,phl,2472
zaf,phl,2482
zaf,phl,2483
zaf,phl,2517
zaf,phl,2631
zaf,phl,2713
zaf,phl,2879
zaf,phl,2925
zaf,phl,3413
zaf,phl,5123
zaf,phl,5232
zaf,phl,5322
zaf,phl,5323
zaf,phl,5335
zaf,phl,5417
zaf,phl,5542
zaf,phl,5629
zaf,phl,5911
zaf,phl,5912
zaf,phl,5921
zaf,phl,5922
zaf,phl,6259
zaf,phl,6412
zaf,phl,6415
zaf,phl,6648
zaf,phl,6725
zaf,phl,6732
zaf,phl,6747
zaf,phl,6782
zaf,phl,6872
zaf,phl,6940
zaf,phl,6997
zaf,phl,7283
zaf,phl,7413
zaf,phl,7499
zaf,phl,7758
esp,phl,342
esp,phl,561
esp,phl,751
esp,phl,819
esp,phl,1124
esp,phl,2731
esp,phl,4235
esp,phl,5139
esp,phl,5148
esp,phl,5224
esp,phl,5335
esp,phl,6624
esp,phl,7161
esp,phl,7245
esp,phl,7264
esp,phl,7272
esp,phl,7522
esp,phl,7524
esp,phl,8748
esp,phl,8821
esp,phl,8939
esp,phl,8942
esp,phl,9510
lka,phl,224
lka,phl,589
lka,phl,741
lka,phl,5147
lka,phl,5849
lka,phl,6536
lka,phl,7781
lka,phl,7788
swe,phl,113
swe,phl,5146
swe,phl,5148
swe,phl,5311
swe,phl,5849
swe,phl,6412
swe,phl,6623
swe,phl,6713
swe,phl,6785
swe,phl,6998
swe,phl,7133
swe,phl,7138
swe,phl,7139
swe,phl,7169
swe,phl,7369
swe,phl,7757
swe,phl,7821
swe,phl,7832
swe,phl,8743
swe,phl,8822
che,phl,111
che,phl,223
che,phl,224
che,phl,583
che,phl,730
che,phl,819
che,phl,980
che,phl,2331
che,phl,2517
che,phl,2631
che,phl,5156
che,phl,5157
che,phl,5416
che,phl,5417
che,phl,5849
che,phl,5982
che,phl,6114
che,phl,6282
che,phl,6544
che,phl,6631
che,phl,6639
che,phl,6658
che,phl,6727
che,phl,6745
che,phl,6746
che,phl,6974
che,phl,7149
che,phl,7169
che,phl,7188
che,phl,7219
che,phl,7234
che,phl,7246
che,phl,7264
che,phl,7268
che,phl,7272
che,phl,7436
che,phl,7439
che,phl,7521
che,phl,7641
che,phl,7649
che,phl,8822
che,phl,8952
che,phl,9510
tha,phl,14
tha,phl,230
tha,phl,371
tha,phl,440
tha,phl,470
tha,phl,484
tha,phl,542
tha,phl,546
tha,phl,565
tha,phl,589
tha,phl,611
tha,phl,612
tha,phl,615
tha,phl,619
tha,phl,730
tha,phl,812
tha,phl,819
tha,phl,1110
tha,phl,1211
tha,phl,2111
tha,phl,2331
tha,phl,2511
tha,phl,2517
tha,phl,2631
tha,phl,2665
tha,phl,2666
tha,phl,2667
tha,phl,2671
tha,phl,2732
tha,phl,2782
tha,phl,2783
tha,phl,2789
tha,phl,2919
tha,phl,2922
tha,phl,2925
tha,phl,2926
tha,phl,2927
tha,phl,3330
tha,phl,3343
tha,phl,3413
tha,phl,4232
tha,phl,5111
tha,phl,5112
tha,phl,5146
tha,phl,5148
tha,phl,5161
tha,phl,5222
tha,phl,5224
tha,phl,5225
tha,phl,5231
tha,phl,5311
tha,phl,5334
tha,phl,5413
tha,phl,5419
tha,phl,5530
tha,phl,5541
tha,phl,5623
tha,phl,5821
tha,phl,5822
tha,phl,5824
tha,phl,5827
tha,phl,5829
tha,phl,5834
tha,phl,5852
tha,phl,5911
